low_cut_rawsum_le,high_cut_rawsum_ge,accepted_proportion,escalation_proportion,low_zone_n,middle_zone_n,high_zone_n,low_zone_npv,high_zone_ppv,accepted_error_n,accepted_error_rate_all,accepted_error_rate_accepted,average_item_burden,burden_reduction_vs_90,constraint_low_npv_min,constraint_high_ppv_min,constraint_accepted_error_max
7,24,0.5578432277721356,0.4421567722278645,4565,4789,1477,1.0,0.962762356127285,55,0.005078016803619241,0.009102946044356174,48.16175791708984,0.46486935647677957,0.995,0.96,0.008
10,42,0.5563659865201735,0.44363401347982645,5911,4805,115,0.9993232955506682,1.0,4,0.00036931031299049027,0.0006637902422834385,48.27255101098698,0.46363832210014466,0.995,0.96,0.008
10,43,0.5547040901117164,0.4452959098882836,5911,4823,97,0.9993232955506682,1.0,4,0.00036931031299049027,0.0006657789613848203,48.397193241621274,0.4622534084264303,0.995,0.96,0.008
8,28,0.5546117625334688,0.4453882374665313,5070,4824,937,0.9996055226824457,0.9935965848452508,8,0.0007386206259809805,0.001331779590477776,48.40411780998984,0.46217646877789065,0.995,0.96,0.008
10,44,0.5531345212815068,0.4468654787184932,5911,4840,80,0.9993232955506682,1.0,4,0.00036931031299049027,0.0006676681689200467,48.51491090388699,0.4609454344012556,0.995,0.96,0.008
9,33,0.552580555812021,0.44741944418797897,5503,4846,482,0.9994548428130111,1.0,3,0.0002769827347428677,0.0005012531328320802,48.55645831409842,0.46048379651001753,0.995,0.96,0.008
10,45,0.5514726248730496,0.4485273751269504,5911,4858,62,0.9993232955506682,1.0,4,0.00036931031299049027,0.0006696802276912774,48.63955313452128,0.45956052072754133,0.995,0.96,0.008
10,46,0.5500877111993352,0.44991228880066475,5911,4873,47,0.9993232955506682,1.0,4,0.00036931031299049027,0.000671366230278617,48.743421660049854,0.4584064259994461,0.995,0.96,0.008
10,47,0.5490721078386114,0.4509278921613886,5911,4884,36,0.9993232955506682,1.0,4,0.00036931031299049027,0.0006726080376660501,48.819591912104144,0.4575600898655095,0.995,0.96,0.008
10,48,0.5486104699473733,0.4513895300526267,5911,4889,31,0.9993232955506682,1.0,4,0.00036931031299049027,0.0006731740154830024,48.854214753947005,0.45717539162281107,0.995,0.96,0.008
10,49,0.5481488320561352,0.4518511679438648,5911,4894,26,0.9993232955506682,1.0,4,0.00036931031299049027,0.00067374094660603,48.88883759578986,0.4567906933801127,0.995,0.96,0.008
10,50,0.5477795217431447,0.4522204782568553,5911,4898,22,0.9993232955506682,1.0,4,0.00036931031299049027,0.0006741951795044666,48.91653586926415,0.45648293478595386,0.995,0.96,0.008
10,51,0.5475948665866495,0.4524051334133506,5911,4900,20,0.9993232955506682,1.0,4,0.00036931031299049027,0.0006744225257123588,48.930385006001295,0.4563290554888745,0.995,0.96,0.008
9,34,0.547225556273659,0.45277444372634107,5503,4904,424,0.9994548428130111,1.0,3,0.0002769827347428677,0.0005061582588155897,48.95808327947558,0.45602129689471577,0.995,0.96,0.008
10,52,0.5471332286954114,0.4528667713045887,5911,4905,15,0.9993232955506682,1.0,4,0.00036931031299049027,0.0006749915626054674,48.96500784784415,0.4559443572461761,0.995,0.96,0.008
10,53,0.5468562459606684,0.45314375403933155,5911,4908,12,0.9993232955506682,1.0,4,0.00036931031299049027,0.0006753334458889077,48.98578155294987,0.45571353830055705,0.995,0.96,0.008
10,54,0.5467639183824208,0.45323608161757917,5911,4909,11,0.9993232955506682,1.0,4,0.00036931031299049027,0.0006754474839581223,48.992706121318434,0.4556365986520174,0.995,0.96,0.008
10,55,0.5466715908041732,0.4533284091958268,5911,4910,10,0.9993232955506682,1.0,4,0.00036931031299049027,0.0006755615605472049,48.99963068968701,0.45555965900347767,0.995,0.96,0.008
10,56,0.5465792632259255,0.4534207367740744,5911,4911,9,0.9993232955506682,1.0,4,0.00036931031299049027,0.0006756756756756757,49.006555258055585,0.45548271935493795,0.995,0.96,0.008
10,57,0.5463022804911827,0.45369771950881727,5911,4914,6,0.9993232955506682,1.0,4,0.00036931031299049027,0.0006760182524928173,49.027328963161295,0.45525190040931895,0.995,0.96,0.008
10,58,0.5461176253346874,0.4538823746653125,5911,4916,4,0.9993232955506682,1.0,4,0.00036931031299049027,0.000676246830092984,49.04117809989844,0.45509802111223957,0.995,0.96,0.008
10,59,0.5460252977564398,0.4539747022435601,5911,4917,3,0.9993232955506682,1.0,4,0.00036931031299049027,0.0006763611768684477,49.04810266826701,0.45502108146369985,0.995,0.96,0.008
10,60,0.5460252977564398,0.4539747022435601,5911,4917,3,0.9993232955506682,1.0,4,0.00036931031299049027,0.0006763611768684477,49.04810266826701,0.45502108146369985,0.995,0.96,0.008
8,29,0.5458406425999446,0.4541593574000554,5070,4919,842,0.9996055226824457,0.994061757719715,7,0.000646293047733358,0.0011840324763193505,49.061951805004156,0.45486720216662047,0.995,0.96,0.008
7,25,0.5424245222047825,0.45757547779521746,4565,4956,1310,1.0,0.9786259541984733,28,0.002585172190933432,0.004765957446808511,49.318160834641304,0.45202043517065216,0.995,0.96,0.008
9,35,0.5415012464223063,0.45849875357769365,5503,4966,362,0.9994548428130111,1.0,3,0.0002769827347428677,0.0005115089514066496,49.387406518327026,0.4512510386852553,0.995,0.96,0.008
9,36,0.5375311605576586,0.4624688394423414,5503,5009,319,0.9994548428130111,1.0,3,0.0002769827347428677,0.0005152868430092751,49.68516295817561,0.4479426337980488,0.995,0.96,0.008
8,30,0.5365155571969348,0.4634844428030653,5070,5020,741,0.9996055226824457,0.9973009446693657,4,0.00036931031299049027,0.0006883496816382723,49.76133321022989,0.4470962976641123,0.995,0.96,0.008
9,37,0.5328224540670298,0.4671775459329702,5503,5060,268,0.9994548428130111,1.0,3,0.0002769827347428677,0.0005198405822214521,50.038315944972766,0.44401871172252483,0.995,0.96,0.008
7,26,0.5311605576585726,0.4688394423414274,4565,5078,1188,1.0,0.9865319865319865,16,0.001477241251961961,0.0027811576568746743,50.16295817560705,0.44263379804881053,0.995,0.96,0.008
9,38,0.5294063336718677,0.4705936663281322,5503,5097,231,0.9994548428130111,1.0,3,0.0002769827347428677,0.0005231949773282176,50.294524974609914,0.4411719447265565,0.995,0.96,0.008
8,31,0.5258978856984581,0.47410211430154187,5070,5135,626,0.9996055226824457,0.9984025559105432,3,0.0002769827347428677,0.000526685393258427,50.557658572615644,0.4382482380820484,0.995,0.96,0.008
9,39,0.5252515926507247,0.4747484073492752,5503,5142,186,0.9994548428130111,1.0,3,0.0002769827347428677,0.0005273334505185445,50.60613055119564,0.4377096605422707,0.995,0.96,0.008
9,40,0.522758748038039,0.47724125196196104,5503,5169,159,0.9994548428130111,1.0,3,0.0002769827347428677,0.0005298481102084069,50.79309389714708,0.4356322900316991,0.995,0.96,0.008
9,41,0.5204505585818484,0.4795494414181516,5503,5194,134,0.9994548428130111,1.0,3,0.0002769827347428677,0.0005321979776476849,50.96620810636137,0.433708798818207,0.995,0.96,0.008
7,27,0.5189733173298864,0.48102668267011356,4565,5210,1056,1.0,0.990530303030303,10,0.0009232757824762256,0.001779042874933286,51.077001200258515,0.43247776444157204,0.995,0.96,0.008
8,32,0.5189733173298864,0.48102668267011356,5070,5210,551,0.9996055226824457,0.9981851179673321,3,0.0002769827347428677,0.0005337128624799857,51.077001200258515,0.43247776444157204,0.995,0.96,0.008
9,42,0.5186963345951435,0.4813036654048564,5503,5213,115,0.9994548428130111,1.0,3,0.0002769827347428677,0.000533997864008544,51.09777490536423,0.432246945495953,0.995,0.96,0.008
9,43,0.5170344381866864,0.4829655618133136,5503,5231,97,0.9994548428130111,1.0,3,0.0002769827347428677,0.0005357142857142857,51.222417135998526,0.4308620318222386,0.995,0.96,0.008
9,44,0.5154648693564767,0.4845351306435232,5503,5248,80,0.9994548428130111,1.0,3,0.0002769827347428677,0.0005373455131649651,51.340134798264245,0.42955405779706396,0.995,0.96,0.008
6,24,0.5146339211522482,0.48536607884775185,4097,5257,1477,1.0,0.962762356127285,55,0.005078016803619241,0.009867240760674561,51.402455913581385,0.4288616009602068,0.995,0.96,0.008
9,45,0.5138029729480196,0.4861970270519804,5503,5266,62,0.9994548428130111,1.0,3,0.0002769827347428677,0.0005390835579514825,51.46477702889853,0.42816914412334967,0.995,0.96,0.008
8,33,0.5126027144308005,0.48739728556919953,5070,5279,482,0.9996055226824457,1.0,2,0.00018465515649524513,0.00036023054755043225,51.554796417689964,0.42716892869233375,0.995,0.96,0.008
9,46,0.5124180592743053,0.4875819407256948,5503,5281,47,0.9994548428130111,1.0,3,0.0002769827347428677,0.0005405405405405405,51.56864555442711,0.42701504939525436,0.995,0.96,0.008
9,47,0.5114024559135814,0.4885975440864186,5503,5292,36,0.9994548428130111,1.0,3,0.0002769827347428677,0.0005416140097490522,51.6448158064814,0.42616871326131783,0.995,0.96,0.008
9,48,0.5109408180223433,0.48905918197765674,5503,5297,31,0.9994548428130111,1.0,3,0.0002769827347428677,0.0005421033610408384,51.67943864832426,0.42578401501861934,0.995,0.96,0.008
9,49,0.5104791801311052,0.48952081986889484,5503,5302,26,0.9994548428130111,1.0,3,0.0002769827347428677,0.0005425935973955507,51.71406149016711,0.42539931677592097,0.995,0.96,0.008
9,50,0.5101098698181147,0.4898901301818853,5503,5306,22,0.9994548428130111,1.0,3,0.0002769827347428677,0.0005429864253393666,51.7417597636414,0.42509155818176225,0.995,0.96,0.008
9,51,0.5099252146616194,0.49007478533838056,5503,5308,20,0.9994548428130111,1.0,3,0.0002769827347428677,0.0005431830526887561,51.75560890037854,0.42493767888468287,0.995,0.96,0.008
9,52,0.5094635767703813,0.4905364232296187,5503,5313,15,0.9994548428130111,1.0,3,0.0002769827347428677,0.0005436752446538601,51.7902317422214,0.42455298064198443,0.995,0.96,0.008
9,53,0.5091865940356385,0.49081340596436157,5503,5316,12,0.9994548428130111,1.0,3,0.0002769827347428677,0.0005439709882139619,51.81100544732712,0.42432216169636533,0.995,0.96,0.008
9,54,0.5090942664573909,0.4909057335426092,5503,5317,11,0.9994548428130111,1.0,3,0.0002769827347428677,0.000544069640914037,51.81793001569569,0.4242452220478257,0.995,0.96,0.008
9,55,0.5090019388791432,0.4909980611208568,5503,5318,10,0.9994548428130111,1.0,3,0.0002769827347428677,0.0005441683294032287,51.82485458406426,0.424168282399286,0.995,0.96,0.008
9,56,0.5089096113008956,0.49109038869910443,5503,5319,9,0.9994548428130111,1.0,3,0.0002769827347428677,0.0005442670537010159,51.83177915243283,0.42409134275074634,0.995,0.96,0.008
9,57,0.5086326285661527,0.4913673714338473,5503,5322,6,0.9994548428130111,1.0,3,0.0002769827347428677,0.0005445634416409512,51.85255285753855,0.42386052380512723,0.995,0.96,0.008
9,58,0.5084479734096574,0.49155202659034253,5503,5324,4,0.9994548428130111,1.0,3,0.0002769827347428677,0.0005447612130016343,51.86640199427569,0.4237066445080479,0.995,0.96,0.008
9,59,0.5083556458314098,0.49164435416859015,5503,5325,3,0.9994548428130111,1.0,3,0.0002769827347428677,0.0005448601525608427,51.87332656264426,0.42362970485950824,0.995,0.96,0.008
9,60,0.5083556458314098,0.49164435416859015,5503,5325,3,0.9994548428130111,1.0,3,0.0002769827347428677,0.0005448601525608427,51.87332656264426,0.42362970485950824,0.995,0.96,0.008
7,28,0.5079863355184193,0.4920136644815806,4565,5329,937,1.0,0.9935965848452508,6,0.0005539654694857353,0.0010905125408942203,51.90102483611855,0.4233219462653494,0.995,0.96,0.008
8,34,0.5072477148924384,0.49275228510756164,5070,5337,424,0.9996055226824457,1.0,2,0.00018465515649524513,0.00036403349108117945,51.95642138306712,0.422706429077032,0.995,0.96,0.008
8,35,0.5015234050410857,0.4984765949589142,5070,5399,362,0.9996055226824457,1.0,2,0.00018465515649524513,0.0003681885125184094,52.38574462191857,0.41793617086757145,0.995,0.96,0.008
7,29,0.49921521558489523,0.5007847844151048,4565,5424,842,1.0,0.994061757719715,5,0.0004616378912381128,0.0009247272054743851,52.55885883113286,0.41601267965407934,0.995,0.96,0.008
6,25,0.49921521558489523,0.5007847844151048,4097,5424,1310,1.0,0.9786259541984733,28,0.002585172190933432,0.005178472350656557,52.55885883113286,0.41601267965407934,0.995,0.96,0.008
8,36,0.497553319176438,0.502446680823562,5070,5442,319,0.9996055226824457,1.0,2,0.00018465515649524513,0.00037112636852848393,52.68350106176715,0.414627765980365,0.995,0.96,0.008
8,37,0.49284461268580926,0.5071553873141907,5070,5493,268,0.9996055226824457,1.0,2,0.00018465515649524513,0.0003746721618583739,53.03665404856431,0.410703843904841,0.995,0.96,0.008
7,30,0.4898901301818853,0.5101098698181147,4565,5525,741,1.0,0.9973009446693657,2,0.00018465515649524513,0.0003769317753486619,53.2582402363586,0.40824177515157106,0.995,0.96,0.008
8,38,0.4894284922906472,0.5105715077093528,5070,5530,231,0.9996055226824457,1.0,2,0.00018465515649524513,0.0003772873042822109,53.29286307820146,0.4078570769088727,0.995,0.96,0.008
6,26,0.48795125103868525,0.5120487489613147,4097,5546,1188,1.0,0.9865319865319865,16,0.001477241251961961,0.0030274361400189215,53.40365617209861,0.4066260425322377,0.995,0.96,0.008
8,39,0.4852737512695042,0.5147262487304958,5070,5575,186,0.9996055226824457,1.0,2,0.00018465515649524513,0.000380517503805175,53.60446865478718,0.40439479272458684,0.995,0.96,0.008
8,40,0.4827809066568184,0.5172190933431816,5070,5602,159,0.9996055226824457,1.0,2,0.00018465515649524513,0.00038248231019315357,53.791432000738624,0.4023174222140153,0.995,0.96,0.008
8,41,0.48047271720062784,0.5195272827993722,5070,5627,134,0.9996055226824457,1.0,2,0.00018465515649524513,0.0003843197540353574,53.964546209952914,0.4003939310005232,0.995,0.96,0.008
7,31,0.47927245868340873,0.5207275413165913,4565,5640,626,1.0,0.9984025559105432,1,9.232757824762257e-05,0.00019264110961279138,54.05456559874435,0.39939371556950726,0.995,0.96,0.008
8,42,0.478718493213923,0.521281506786077,5070,5646,115,0.9996055226824457,1.0,2,0.00018465515649524513,0.0003857280617164899,54.096113008955776,0.39893207767826916,0.995,0.96,0.008
8,43,0.4770565968054658,0.5229434031945343,5070,5664,97,0.9996055226824457,1.0,2,0.00018465515649524513,0.0003870718018192375,54.22075523959006,0.39754716400455486,0.995,0.96,0.008
6,27,0.4757640107099991,0.5242359892900009,4097,5678,1056,1.0,0.990530303030303,10,0.0009232757824762256,0.0019406171162429653,54.31769919675007,0.39647000892499923,0.995,0.96,0.008
8,44,0.4754870279752562,0.5245129720247438,5070,5681,80,0.9996055226824457,1.0,2,0.00018465515649524513,0.0003883495145631068,54.33847290185579,0.3962391899793801,0.995,0.96,0.008
8,45,0.473825131566799,0.526174868433201,5070,5699,62,0.9996055226824457,1.0,2,0.00018465515649524513,0.0003897116134060795,54.463115132490074,0.39485427630566583,0.995,0.96,0.008
8,46,0.47244021789308466,0.5275597821069153,5070,5714,47,0.9996055226824457,1.0,2,0.00018465515649524513,0.00039085401602501464,54.56698365801865,0.3937001815775706,0.995,0.96,0.008
7,32,0.47234789031483704,0.527652109685163,4565,5715,551,1.0,0.9981851179673321,1,9.232757824762257e-05,0.00019546520719311962,54.573908226387225,0.3936232419290308,0.995,0.96,0.008
8,47,0.47142461453236084,0.5285753854676392,5070,5725,36,0.9996055226824457,1.0,2,0.00018465515649524513,0.0003916960438699569,54.64315391007294,0.392853845443634,0.995,0.96,0.008
8,48,0.4709629766411227,0.5290370233588773,5070,5730,31,0.9996055226824457,1.0,2,0.00018465515649524513,0.00039207998431680063,54.6777767519158,0.39246914720093556,0.995,0.96,0.008
8,49,0.4705013387498846,0.5294986612501154,5070,5735,26,0.9996055226824457,1.0,2,0.00018465515649524513,0.0003924646781789639,54.712399593758654,0.3920844489582372,0.995,0.96,0.008
8,50,0.4701320284368941,0.5298679715631059,5070,5739,22,0.9996055226824457,1.0,2,0.00018465515649524513,0.00039277297721916735,54.74009786723294,0.3917766903640784,0.995,0.96,0.008
8,51,0.4699473732803989,0.5300526267196012,5070,5741,20,0.9996055226824457,1.0,2,0.00018465515649524513,0.0003929273084479371,54.75394700397008,0.3916228110669991,0.995,0.96,0.008
8,52,0.4694857353891607,0.5305142646108393,5070,5746,15,0.9996055226824457,1.0,2,0.00018465515649524513,0.00039331366764995085,54.788569845812944,0.3912381128243006,0.995,0.96,0.008
8,53,0.46920875265441786,0.5307912473455821,5070,5749,12,0.9996055226824457,1.0,2,0.00018465515649524513,0.0003935458480913026,54.80934355091866,0.39100729387868155,0.995,0.96,0.008
8,54,0.46911642507617024,0.5308835749238298,5070,5750,11,0.9996055226824457,1.0,2,0.00018465515649524513,0.000393623302499508,54.81626811928723,0.3909303542301419,0.995,0.96,0.008
8,55,0.4690240974979226,0.5309759025020774,5070,5751,10,0.9996055226824457,1.0,2,0.00018465515649524513,0.0003937007874015748,54.823192687655805,0.39085341458160217,0.995,0.96,0.008
8,56,0.468931769919675,0.531068230080325,5070,5752,9,0.9996055226824457,1.0,2,0.00018465515649524513,0.00039377830281551486,54.83011725602437,0.3907764749330625,0.995,0.96,0.008
8,57,0.46865478718493214,0.5313452128150679,5070,5755,6,0.9996055226824457,1.0,2,0.00018465515649524513,0.0003940110323089047,54.85089096113009,0.39054565598744345,0.995,0.96,0.008
8,58,0.4684701320284369,0.5315298679715631,5070,5757,4,0.9996055226824457,1.0,2,0.00018465515649524513,0.00039416633819471815,54.864740097867234,0.39039177669036407,0.995,0.96,0.008
8,59,0.4683778044501893,0.5316221955498107,5070,5758,3,0.9996055226824457,1.0,2,0.00018465515649524513,0.0003942440370589395,54.8716646662358,0.3903148370418244,0.995,0.96,0.008
8,60,0.4683778044501893,0.5316221955498107,5070,5758,3,0.9996055226824457,1.0,2,0.00018465515649524513,0.0003942440370589395,54.8716646662358,0.3903148370418244,0.995,0.96,0.008
7,33,0.46597728741575106,0.5340227125842489,4565,5784,482,1.0,1.0,0,0.0,0.0,55.05170344381867,0.38831440617979257,0.995,0.96,0.008
6,28,0.464777028898532,0.535222971101468,4097,5797,937,1.0,0.9935965848452508,6,0.0005539654694857353,0.0011918951132300357,55.1417228326101,0.38731419074877665,0.995,0.96,0.008
5,24,0.4646847013202844,0.5353152986797156,3556,5798,1477,1.0,0.962762356127285,55,0.005078016803619241,0.010927876018279357,55.148647400978675,0.38723725110023693,0.995,0.96,0.008
7,34,0.46062228787738896,0.539377712122611,4565,5842,424,1.0,1.0,0,0.0,0.0,55.45332840919583,0.3838519065644908,0.995,0.96,0.008
6,29,0.45600590896500787,0.5439940910349922,4097,5892,842,1.0,0.994061757719715,5,0.0004616378912381128,0.0010123506782749544,55.799556827624414,0.38000492413750653,0.995,0.96,0.008
7,35,0.4548979780260364,0.5451020219739636,4565,5904,362,1.0,1.0,0,0.0,0.0,55.88265164804727,0.37908164835503033,0.995,0.96,0.008
7,36,0.4509278921613886,0.5490721078386114,4565,5947,319,1.0,1.0,0,0.0,0.0,56.180408087895856,0.3757732434678238,0.995,0.96,0.008
5,25,0.4492659957529314,0.5507340042470686,3556,5965,1310,1.0,0.9786259541984733,28,0.002585172190933432,0.005754212905877518,56.30505031853014,0.3743883297941095,0.995,0.96,0.008
6,30,0.44668082356199795,0.553319176438002,4097,5993,741,1.0,0.9973009446693657,2,0.00018465515649524513,0.00041339396444811904,56.49893823285015,0.3722340196349983,0.995,0.96,0.008
7,37,0.44621918567075985,0.5537808143292401,4565,5998,268,1.0,1.0,0,0.0,0.0,56.53356107469301,0.37184932139229987,0.995,0.96,0.008
7,38,0.4428030652755978,0.5571969347244021,4565,6035,231,1.0,1.0,0,0.0,0.0,56.78977010433017,0.3690025543963315,0.995,0.96,0.008
7,39,0.4386483242544548,0.5613516757455452,4565,6080,186,1.0,1.0,0,0.0,0.0,57.101375680915886,0.3655402702120457,0.995,0.96,0.008
5,26,0.43800203120672143,0.5619979687932786,3556,6087,1188,1.0,0.9865319865319865,16,0.001477241251961961,0.003372681281618887,57.14984765949589,0.3650016926722679,0.995,0.96,0.008
7,40,0.436155479641769,0.563844520358231,4565,6107,159,1.0,1.0,0,0.0,0.0,57.28833902686733,0.36346289970147416,0.995,0.96,0.008
6,31,0.43606315206352136,0.5639368479364786,4097,6108,626,1.0,0.9984025559105432,1,9.232757824762257e-05,0.00021172983273343214,57.295263595235895,0.3633859600529345,0.995,0.96,0.008
7,41,0.43384729018557844,0.5661527098144216,4565,6132,134,1.0,1.0,0,0.0,0.0,57.46145323608162,0.36153940848798205,0.995,0.96,0.008
7,42,0.4320930661988736,0.5679069338011264,4565,6151,115,1.0,1.0,0,0.0,0.0,57.59302003508448,0.36007755516572804,0.995,0.96,0.008
7,43,0.4304311697904164,0.5695688302095836,4565,6169,97,1.0,1.0,0,0.0,0.0,57.71766226571877,0.35869264149201363,0.995,0.96,0.008
6,32,0.42913858369494967,0.5708614163050503,4097,6183,551,1.0,0.9981851179673321,1,9.232757824762257e-05,0.0002151462994836489,57.81460622287877,0.3576154864124581,0.995,0.96,0.008
7,44,0.4288616009602068,0.5711383990397931,4565,6186,80,1.0,1.0,0,0.0,0.0,57.83537992798449,0.357384667466839,0.995,0.96,0.008
7,45,0.4271997045517496,0.5728002954482504,4565,6204,62,1.0,1.0,0,0.0,0.0,57.96002215861878,0.3559997537931247,0.995,0.96,0.008
7,46,0.42581479087803525,0.5741852091219647,4565,6219,47,1.0,1.0,0,0.0,0.0,58.06389068414735,0.3548456590650294,0.995,0.96,0.008
5,27,0.42581479087803525,0.5741852091219647,3556,6219,1056,1.0,0.990530303030303,10,0.0009232757824762256,0.002168256721595837,58.06389068414735,0.3548456590650294,0.995,0.96,0.008
7,47,0.42479918751731144,0.5752008124826886,4565,6230,36,1.0,1.0,0,0.0,0.0,58.14006093620164,0.3539993229310929,0.995,0.96,0.008
7,48,0.4243375496260733,0.5756624503739267,4565,6235,31,1.0,1.0,0,0.0,0.0,58.1746837780445,0.3536146246883944,0.995,0.96,0.008
7,49,0.4238759117348352,0.5761240882651648,4565,6240,26,1.0,1.0,0,0.0,0.0,58.20930661988736,0.353229926445696,0.995,0.96,0.008
7,50,0.4235066014218447,0.5764933985781553,4565,6244,22,1.0,1.0,0,0.0,0.0,58.23700489336165,0.35292216785153724,0.995,0.96,0.008
7,51,0.42332194626534947,0.5766780537346505,4565,6246,20,1.0,1.0,0,0.0,0.0,58.25085403009879,0.35276828855445785,0.995,0.96,0.008
7,52,0.42286030837411137,0.5771396916258886,4565,6251,15,1.0,1.0,0,0.0,0.0,58.28547687194165,0.3523835903117595,0.995,0.96,0.008
6,33,0.42276798079586375,0.5772320192041362,4097,6252,482,1.0,1.0,0,0.0,0.0,58.29240144031022,0.35230665066321976,0.995,0.96,0.008
7,53,0.42258332563936846,0.5774166743606315,4565,6254,12,1.0,1.0,0,0.0,0.0,58.306250577047365,0.35215277136614037,0.995,0.96,0.008
7,54,0.42249099806112084,0.5775090019388791,4565,6255,11,1.0,1.0,0,0.0,0.0,58.31317514541593,0.35207583171760076,0.995,0.96,0.008
7,55,0.4223986704828732,0.5776013295171267,4565,6256,10,1.0,1.0,0,0.0,0.0,58.32009971378451,0.35199889206906104,0.995,0.96,0.008
7,56,0.4223063429046256,0.5776936570953743,4565,6257,9,1.0,1.0,0,0.0,0.0,58.327024282153076,0.3519219524205214,0.995,0.96,0.008
7,57,0.42202936016988274,0.5779706398301172,4565,6260,6,1.0,1.0,0,0.0,0.0,58.347797987258794,0.3516911334749023,0.995,0.96,0.008
7,58,0.4218447050133875,0.5781552949866126,4565,6262,4,1.0,1.0,0,0.0,0.0,58.36164712399594,0.35153725417782294,0.995,0.96,0.008
7,59,0.4217523774351399,0.5782476225648602,4565,6263,3,1.0,1.0,0,0.0,0.0,58.36857169236451,0.3514603145292832,0.995,0.96,0.008
7,60,0.4217523774351399,0.5782476225648602,4565,6263,3,1.0,1.0,0,0.0,0.0,58.36857169236451,0.3514603145292832,0.995,0.96,0.008
6,34,0.4174129812575016,0.5825870187424984,4097,6310,424,1.0,1.0,0,0.0,0.0,58.69402640568738,0.347844151047918,0.995,0.96,0.008
5,28,0.4148278090665682,0.5851721909334319,3556,6338,937,1.0,0.9935965848452508,6,0.0005539654694857353,0.0013354106387714222,58.88791432000738,0.34568984088880683,0.995,0.96,0.008
4,24,0.41344289539285384,0.5865571046071462,3001,6353,1477,1.0,0.962762356127285,55,0.005078016803619241,0.012282268870031265,58.99178284553596,0.3445357461607116,0.995,0.96,0.008
6,35,0.411688671406149,0.5883113285938509,4097,6372,362,1.0,1.0,0,0.0,0.0,59.12334964453883,0.34307389283845746,0.995,0.96,0.008
6,36,0.40771858554150125,0.5922814144584988,4097,6415,319,1.0,1.0,0,0.0,0.0,59.421106084387404,0.33976548795125106,0.995,0.96,0.008
5,29,0.40605668913304405,0.593943310866956,3556,6433,842,1.0,0.994061757719715,5,0.0004616378912381128,0.001136880400181901,59.5457483150217,0.3383805742775367,0.995,0.96,0.008
6,37,0.4030098790508725,0.5969901209491275,4097,6466,268,1.0,1.0,0,0.0,0.0,59.77425907118456,0.3358415658757271,0.995,0.96,0.008
6,38,0.39959375865571045,0.6004062413442895,4097,6503,231,1.0,1.0,0,0.0,0.0,60.030468100821714,0.33299479887975875,0.995,0.96,0.008
4,25,0.39802418982550086,0.6019758101744991,3001,6520,1310,1.0,0.9786259541984733,28,0.002585172190933432,0.006495012758060774,60.14818576308743,0.33168682485458406,0.995,0.96,0.008
5,30,0.3967316037300342,0.6032683962699659,3556,6534,741,1.0,0.9973009446693657,2,0.00018465515649524513,0.00046544100535257155,60.24512972024744,0.3306096697750284,0.995,0.96,0.008
6,39,0.39543901763456746,0.6045609823654325,4097,6548,186,1.0,1.0,0,0.0,0.0,60.34207367740744,0.3295325146954729,0.995,0.96,0.008
6,40,0.3929461730218816,0.6070538269781184,4097,6575,159,1.0,1.0,0,0.0,0.0,60.529037023358875,0.3274551441849014,0.995,0.96,0.008
6,41,0.39063798356569107,0.6093620164343089,4097,6600,134,1.0,1.0,0,0.0,0.0,60.70215123257317,0.3255316529714092,0.995,0.96,0.008
6,42,0.38888375957898624,0.6111162404210138,4097,6619,115,1.0,1.0,0,0.0,0.0,60.83371803157603,0.32406979964915517,0.995,0.96,0.008
6,43,0.38722186317052903,0.6127781368294709,4097,6637,97,1.0,1.0,0,0.0,0.0,60.95836026221032,0.32268488597544087,0.995,0.96,0.008
4,26,0.38676022527929094,0.6132397747207091,3001,6642,1188,1.0,0.9865319865319865,16,0.001477241251961961,0.0038195273334924802,60.99298310405318,0.32230018773274244,0.995,0.96,0.008
5,31,0.38611393223155754,0.6138860677684425,3556,6649,626,1.0,0.9984025559105432,1,9.232757824762257e-05,0.00023912003825920613,61.041455082633185,0.3217616101929646,0.995,0.96,0.008
6,44,0.38565229434031945,0.6143477056596806,4097,6654,80,1.0,1.0,0,0.0,0.0,61.07607792447604,0.32137691195026624,0.995,0.96,0.008
6,45,0.38399039793186224,0.6160096020681377,4097,6672,62,1.0,1.0,0,0.0,0.0,61.20072015511033,0.3199919982765519,0.995,0.96,0.008
6,46,0.3826054842581479,0.6173945157418521,4097,6687,47,1.0,1.0,0,0.0,0.0,61.30458868063891,0.3188379035484566,0.995,0.96,0.008
6,47,0.38158988089742407,0.6184101191025759,4097,6698,36,1.0,1.0,0,0.0,0.0,61.3807589326932,0.31799156741452,0.995,0.96,0.008
6,48,0.381128243006186,0.618871756993814,4097,6703,31,1.0,1.0,0,0.0,0.0,61.41538177453605,0.3176068691718216,0.995,0.96,0.008
6,49,0.3806666051149478,0.6193333948850521,4097,6708,26,1.0,1.0,0,0.0,0.0,61.45000461637891,0.3172221709291232,0.995,0.96,0.008
6,50,0.38029729480195734,0.6197027051980426,4097,6712,22,1.0,1.0,0,0.0,0.0,61.4777028898532,0.3169144123349645,0.995,0.96,0.008
6,51,0.3801126396454621,0.619887360354538,4097,6714,20,1.0,1.0,0,0.0,0.0,61.49155202659034,0.3167605330378851,0.995,0.96,0.008
