analysis,calibration_subset_n,test_subset_n,n,positive_n,prevalence,roc_auc,pr_auc,brier,calibration_intercept,calibration_slope,sensitivity,specificity,ppv,npv,predicted_positive_rate,threshold,top5_recall,top5_precision,top5_lift,top10_recall,top10_precision,top10_lift,top15_recall,top15_precision,top15_lift,top20_recall,top20_precision,top20_lift,top25_recall,top25_precision,top25_lift,top30_recall,top30_precision,top30_lift,recalibration_alpha,recalibration_beta
Hunan->Shandong: weighted original,1770,1770,1770,351,0.19830508474576272,0.9887907097209423,0.9532478468420281,0.04055807448009436,0.8467585736623491,1.2326948740821762,0.7635327635327636,0.9802677942212826,0.9054054054054054,0.9436906377204884,0.1672316384180791,0.44246764723300297,0.25071225071225073,1.0,5.042735042735043,0.4985754985754986,0.9887005649717514,4.985754985754985,0.698005698005698,0.9210526315789473,4.644624381466486,0.8831908831908832,0.8757062146892656,4.415954415954416,0.9829059829059829,0.7805429864253394,3.9360714700081214,0.9971509971509972,0.6591337099811676,3.3238366571699904,,
Hunan->Shandong: weighted intercept-only recalibrated,1770,1770,1770,351,0.19830508474576272,0.9887907097209423,0.953247846842028,0.03540671555206362,-0.01626444368398597,1.2319661719650163,,,,,,,0.25071225071225073,1.0,5.042735042735043,0.4985754985754986,0.9887005649717514,4.985754985754985,0.698005698005698,0.9210526315789473,4.644624381466486,0.8831908831908832,0.8757062146892656,4.415954415954416,0.9829059829059829,0.7805429864253394,3.9360714700081214,0.9971509971509972,0.6591337099811676,3.3238366571699904,0.7000000000000002,
Hunan->Shandong: weighted slope+intercept recalibrated,1770,1770,1770,351,0.19830508474576272,0.9887907097209423,0.953247846842028,0.035963254244916226,0.17477455808406187,1.0785807171193382,,,,,,,0.25071225071225073,1.0,5.042735042735043,0.4985754985754986,0.9887005649717514,4.985754985754985,0.698005698005698,0.9210526315789473,4.644624381466486,0.8831908831908832,0.8757062146892656,4.415954415954416,0.9829059829059829,0.7805429864253394,3.9360714700081214,0.9971509971509972,0.6591337099811676,3.3238366571699904,0.6225173573385201,1.1422411122212213
